id	text	classification
1748	Puts a refreshing and comical spin on the all-too-familiar saga of the contemporary single woman .	pos
1749	If you grew up on Scooby -- you 'll love this movie .	pos
1750	Matthew Lillard is born to play Shaggy !	pos
1751	Though filmed partly in Canada , Paid in Full has clever ways of capturing inner-city life during the Reagan years .	pos
1752	`` Spider-man is better than any summer blockbuster we had to endure last summer , and hopefully , sets the tone for a summer of good stuff .	pos
1753	If you 're a comic fan , you ca n't miss it .	pos
1754	If you 're not , you 'll still have a good time . ''	pos
1756	The movie is a trove of delights .	pos
1757	Excellent performances from Jacqueline Bisset and Martha Plimpton grace this deeply touching melodrama .	pos
1758	In a summer of clones , Harvard Man is something rare and riveting : a wild ride that relies on more than special effects .	pos
1759	While the humor is recognizably Plympton , he has actually bothered to construct a real story this time .	pos
1761	Who cares ? ) .	neg
1763	Most thrillers send audiences out talking about specific scary scenes or startling moments ; `` Frailty '' leaves us with the terrifying message that the real horror may be waiting for us at home .	pos
1764	Close enough in spirit to its freewheeling trash-cinema roots to be a breath of fresh air .	pos
1765	Skillfully weaves both the elements of the plot and a powerfully evocative mood combining heated sexuality with a haunting sense of malaise .	pos
1766	Damon brings the proper conviction to his role as ( Jason Bourne ) .	pos
1767	For the most part , it works beautifully as a movie without sacrificing the integrity of the opera .	pos
1768	As played by Ryan Gosling , Danny is a frighteningly fascinating contradiction .	pos
1770	Despite its flaws , Crazy as Hell marks an encouraging new direction for La Salle .	pos
1771	You 'll end up moved .	pos
1772	If you ever wondered what it would be like to be smack in the middle of a war zone armed with nothing but a camera , this Oscar-nominated documentary takes you there .	pos
1773	The Woodman seems to have directly influenced this girl-meets-girl love story , but even more reassuring is how its makers actually seem to understand what made Allen 's romantic comedies so pertinent and enduring .	pos
1774	I loved the look of this film .	pos
1775	Those with a modicum of patience will find in these characters ' foibles a timeless and unique perspective .	pos
1776	Beautiful to watch and holds a certain charm .	pos
1779	Foster breathes life into a roll that could have otherwise been bland and run of the mill .	pos
1780	Quitting offers piercing domestic drama with spikes of sly humor .	pos
1782	( Barry ) gives Assassin a disquieting authority .	pos
1783	It 's refreshing to see a romance this smart .	pos
1785	As improbable as this premise may seem , Abbass 's understated , shining performance offers us the sense that on some elemental level , Lilia deeply wants to break free of her old life .	pos
1786	Anyone who ever fantasized about space travel but ca n't afford the $ 20 million ticket to ride a Russian rocket should catch this IMAX offering .	pos
1788	Transforms one of ( Shakespeare 's ) deepest tragedies into a smart new comedy .	pos
1789	An intelligent and deeply felt work about impossible , irrevocable choices and the price of making them .	pos
1792	As Antonia is assimilated into this newfangled community , the film settles in and becomes compulsively watchable in a guilty-pleasure , daytime-drama sort of fashion .	pos
1793	every once in a while , a movie will come along that turns me into that annoying specimen of humanity that I usually dread encountering the most - The Fanboy	pos
1794	On its own staggeringly unoriginal terms , this gender-bending comedy is generally quite funny .	pos
1795	It 's never dull and always looks good .	pos
1797	As commander-in-chief of this film , Bigelow demonstrates a breadth of vision and an attention to detail that propels her into the upper echelons of the directing world .	pos
1799	All of it works smoothly under the direction of Spielberg , who does a convincing impersonation here of a director enjoying himself immensely .	pos
1800	The kind of sweet-and-sour insider movie that film buffs will eat up like so much gelati .	pos
1801	With ` Bowling for Columbine , ' Michael Moore gives us the perfect starting point for a national conversation about guns , violence , and fear .	pos
1802	One of the year 's most weirdly engaging and unpredictable character pieces .	pos
1803	One of the best inside-show-biz yarns ever .	pos
1805	A terrifically entertaining specimen of Spielbergian sci-fi .	pos
1806	A rare and lightly entertaining look behind the curtain that separates comics from the people laughing in the crowd .	pos
1807	Solondz is so intent on hammering home his message that he forgets to make it entertaining .	neg
1808	Whatever heartwarming scene the impressively discreet filmmakers may have expected to record with their mini DV , they show a remarkable ability to document both sides of this emotional car-wreck .	pos
1809	It establishes its ominous mood and tension swiftly , and if the suspense never rises to a higher level , it is nevertheless maintained throughout .	pos
1810	Although What Time offers Tsai 's usual style and themes , it has a more colorful , more playful tone than his other films .	pos
1811	A moving and stark reminder that the casualties of war reach much further than we imagine .	pos
1812	A thoroughly engaging , surprisingly touching British comedy .	pos
1813	A sloppy , amusing comedy that proceeds from a stunningly unoriginal premise .	pos
1814	... a rich and intelligent film that uses its pulpy core conceit to probe questions of attraction and interdependence and how the heart accomodates practical needs .	pos
1815	It is an unstinting look at a collaboration between damaged people that may or may not qual	pos
1816	captures that perverse element of the Kafkaesque where identity , overnight , is robbed and replaced with a persecuted `` other . ''	pos
1817	The actors are simply too good , and the story too intriguing , for technical flaws to get in the way .	pos
1819	Imamura has said that Warm Water Under a Red Bridge is a poem to the enduring strengths of women .	pos
1820	It may also be the best sex comedy about environmental pollution ever made .	pos
1821	It 's a ripper of a yarn and I for one enjoyed the thrill of the chill .	pos
1822	Naomi Watts is terrific as Rachel ; her petite frame and vulnerable persona emphasising her plight and isolation .	pos
1823	A family film that contains some hefty thematic material on time , death , eternity , and what is needed to live a rich and full life .	pos
1824	With Dickens ' words and writer-director Douglas McGrath 's even-toned direction , a ripping good yarn is told .	pos
